,candidat,value,Nombre de bureaux de vote parvenus,Nombre d’inscrits ayant voté,Nombre total de votants,Suffrage exprimés valables,Nombre de bureaux de vote,Nombre total d'électeurs d'inscrits,Nombre de votants sur liste additive,Nombre bulletin nuls,commune_id,Unnamed: 0,ID,Name,dep_ID,dep_name,reg_ID,comm_ID,comm_name
1072,Sagbo Adolphe,25, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1073,Idrissa Issoufou,24, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1074,Amadou Boubacar Cisse,32, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1075,Ismael Oumarou Ide,108, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1076,Mounkaila Issa,41, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1077,Abdallah Souleymane,58, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1078,Ibrahim Yacoubou,462, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1079,Abdoulkadri Oumarou Alpha,140, 97 ,16777,17404 , 16412, 97,23852 , 627 ,992 ,36,35,3,DOSSO,14, DIOUNDIOU,3,36,DIOUNDIOU
1080,Mahamane Ousmane,336, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1081,Hamidou Mamadou Abdou,63, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1082,Amadou Ousmane,56, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1083,Souleymane Garba,184, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1084,Seini Oumarou,303, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1085,Kane Kadaoure Habibou,57, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1086,Djibrilla Bare Mainassara,64, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1087,Idi Ango Ousmane,149, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1088,Hassane Baraze Moussa,5116, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1089,Mamadou Talata Doulla,99, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1090,Ibrahim Gado,2188, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1091,Amadou Issifou Saidou,43, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1092,Intinicar Alhassane,40, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1093,Moustapha Mamadou Moustapha,63, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1094,Omar Hamidou Tchana,113, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1095,Mohamed Bazoum,3251, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1096,Oumarou Malam Alma,109, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1097,Mahamane Hamissou Moumouni,64, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1098,Salou Djibo,817, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1099,Nayoussa Nassirou,112, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1100,Oumarou Abdourahamane,73, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1101,Albade Abouba,99, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1102,Sagbo Adolphe,68, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1103,Idrissa Issoufou,40, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1104,Amadou Boubacar Cisse,48, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1105,Ismael Oumarou Ide,46, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1106,Mounkaila Issa,62, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1107,Abdallah Souleymane,64, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1108,Ibrahim Yacoubou,1107, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1109,Abdoulkadri Oumarou Alpha,150, 67 ,15807,16085 , 14984, 67,20952 , 278 ,1101 ,37,36,3,DOSSO,14, DIOUNDIOU,3,37,KARAKARA
1110,Mahamane Ousmane,147, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1111,Hamidou Mamadou Abdou,30, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1112,Amadou Ousmane,9, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1113,Souleymane Garba,28, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1114,Seini Oumarou,120, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1115,Kane Kadaoure Habibou,17, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1116,Djibrilla Bare Mainassara,13, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1117,Idi Ango Ousmane,28, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1118,Hassane Baraze Moussa,1009, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1119,Mamadou Talata Doulla,5, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1120,Ibrahim Gado,1411, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1121,Amadou Issifou Saidou,10, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1122,Intinicar Alhassane,6, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1123,Moustapha Mamadou Moustapha,14, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1124,Omar Hamidou Tchana,16, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1125,Mohamed Bazoum,580, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1126,Oumarou Malam Alma,16, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1127,Mahamane Hamissou Moumouni,6, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1128,Salou Djibo,212, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1129,Nayoussa Nassirou,20, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1130,Oumarou Abdourahamane,13, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1131,Albade Abouba,22, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1132,Sagbo Adolphe,7, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1133,Idrissa Issoufou,14, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1134,Amadou Boubacar Cisse,9, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1135,Ismael Oumarou Ide,25, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1136,Mounkaila Issa,13, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1137,Abdallah Souleymane,12, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1138,Ibrahim Yacoubou,109, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1139,Abdoulkadri Oumarou Alpha,22, 19 ,4106,4296 , 3943, 19,5171 , 190 ,353 ,38,37,3,DOSSO,14, DIOUNDIOU,3,38,ZABORI
1140,Mahamane Ousmane,260, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1141,Hamidou Mamadou Abdou,56, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1142,Amadou Ousmane,78, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1143,Souleymane Garba,95, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1144,Seini Oumarou,634, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1145,Kane Kadaoure Habibou,51, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1146,Djibrilla Bare Mainassara,23, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1147,Idi Ango Ousmane,204, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1148,Hassane Baraze Moussa,116, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1149,Mamadou Talata Doulla,29, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1150,Ibrahim Gado,50, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1151,Amadou Issifou Saidou,66, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1152,Intinicar Alhassane,69, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1153,Moustapha Mamadou Moustapha,40, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1154,Omar Hamidou Tchana,134, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1155,Mohamed Bazoum,5795, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1156,Oumarou Malam Alma,126, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1157,Mahamane Hamissou Moumouni,71, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1158,Salou Djibo,79, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1159,Nayoussa Nassirou,109, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1160,Oumarou Abdourahamane,34, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1161,Albade Abouba,1496, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1162,Sagbo Adolphe,53, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1163,Idrissa Issoufou,114, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1164,Amadou Boubacar Cisse,50, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1165,Ismael Oumarou Ide,36, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1166,Mounkaila Issa,43, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1167,Abdallah Souleymane,153, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1168,Ibrahim Yacoubou,15320, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1169,Abdoulkadri Oumarou Alpha,165, 128 ,26428,27018 , 25549, 128,38621 , 590 ,1469 ,39,38,3,DOSSO,15, DOGONDOUTCHI,3,39,DAN-KASSARI
1170,Mahamane Ousmane,1026, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1171,Hamidou Mamadou Abdou,28, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1172,Amadou Ousmane,41, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1173,Souleymane Garba,126, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1174,Seini Oumarou,259, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1175,Kane Kadaoure Habibou,101, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1176,Djibrilla Bare Mainassara,18, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1177,Idi Ango Ousmane,176, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1178,Hassane Baraze Moussa,204, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1179,Mamadou Talata Doulla,38, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1180,Ibrahim Gado,51, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1181,Amadou Issifou Saidou,72, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1182,Intinicar Alhassane,71, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1183,Moustapha Mamadou Moustapha,61, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1184,Omar Hamidou Tchana,77, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1185,Mohamed Bazoum,9084, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1186,Oumarou Malam Alma,81, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1187,Mahamane Hamissou Moumouni,41, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1188,Salou Djibo,105, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1189,Nayoussa Nassirou,83, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1190,Oumarou Abdourahamane,58, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1191,Albade Abouba,1954, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1192,Sagbo Adolphe,45, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1193,Idrissa Issoufou,82, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1194,Amadou Boubacar Cisse,45, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1195,Ismael Oumarou Ide,14, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1196,Mounkaila Issa,38, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1197,Abdallah Souleymane,72, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1198,Ibrahim Yacoubou,15538, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1199,Abdoulkadri Oumarou Alpha,99, 118 ,30166,31175 , 29688, 118,42003 , 1009 ,1487 ,40,39,3,DOSSO,15, DOGONDOUTCHI,3,40,DOGONDOUTCHI
1200,Mahamane Ousmane,192, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1201,Hamidou Mamadou Abdou,152, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1202,Amadou Ousmane,36, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1203,Souleymane Garba,53, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1204,Seini Oumarou,122, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1205,Kane Kadaoure Habibou,67, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1206,Djibrilla Bare Mainassara,36, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1207,Idi Ango Ousmane,223, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1208,Hassane Baraze Moussa,85, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1209,Mamadou Talata Doulla,29, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1210,Ibrahim Gado,61, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1211,Amadou Issifou Saidou,53, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1212,Intinicar Alhassane,43, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1213,Moustapha Mamadou Moustapha,50, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1214,Omar Hamidou Tchana,48, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1215,Mohamed Bazoum,6395, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1216,Oumarou Malam Alma,68, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1217,Mahamane Hamissou Moumouni,47, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1218,Salou Djibo,57, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1219,Nayoussa Nassirou,76, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1220,Oumarou Abdourahamane,27, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1221,Albade Abouba,347, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1222,Sagbo Adolphe,16, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1223,Idrissa Issoufou,47, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1224,Amadou Boubacar Cisse,43, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1225,Ismael Oumarou Ide,22, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1226,Mounkaila Issa,37, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
1227,Abdallah Souleymane,124, 107 ,19834,20464 , 19034, 107,27000 , 630 ,1430 ,41,40,3,DOSSO,15, DOGONDOUTCHI,3,41,DOGONKIRIA
